,CTL,TSB,TSS,Duration,Intensity,SDNN,RMSSD,Feeling,Run EF,Swim hrs,Bike hrs,Run hrs,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,Month Run EF,Week Volume,Month Volume,Year Volume,Month TSS,Year TSS,Week IF,Month IF,Year IF,FeelPrev,FeelPrev2,FeelPrev3,FeelPrev4,FeelPrev4avg,Swim hrs mo,Bike hrs mo,Run hrs mo,HRZone1MinutesMonth,HRZone2MinutesMonth,HRZone3MinutesMonth,HRZone4MinutesMonth,HRZone5MinutesMonth,HRZone6MinutesMonth,HRZone7MinutesMonth,DurationPrev,IntensityPrev,SDNN7,RMSSD2
6/24/2014,89.29247721,-6.991363463,27,0.65,0.615,56.50483559,41.61121857,2,0,0,0.44,0.21,5,3,2,0,0,0,0,4.64E-16,2.532857143,2.046785714,1.367917808,102.5714286,64.84657534,0.450357143,0.463095238,0.335401826,5,5,5,5,5,7.46,29.29,19.28,62,47,30,48,3,0,3,0.82,0.135,56.50483559,-41.61121857
6/25/2014,88.06212342,-5.730930604,37,0.57,0.22,56.50483559,41.61121857,5,0,0,0.57,0,0,0,0,0,0,0,0,4.64E-16,2.278571429,2.067142857,1.366493151,103.8928571,64.83835616,0.428214286,0.470952381,0.334442922,2,5,5,5,4.25,7.46,29.86,19.28,62,47,30,48,3,0,3,0.65,0.615,56.50483559,-41.61121857
6/26/2014,86.3666232,-7.897560998,16,0.64,0.5,56.50483559,41.61121857,5,0,0,0,0.64,0,0,0,0,0,0,0,4.64E-16,2.37,2.057857143,1.368246575,102.6071429,64.88219178,0.499642857,0.463095238,0.335812785,5,2,5,5,4.25,7.46,29.25,19.63,62,47,30,48,3,0,3,0.57,0.22,56.50483559,-41.61121857
6/27/2014,84.33456223,-9.465245298,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,1.864285714,2.046071429,1.354520548,101.5357143,64.19726027,0.421428571,0.455119048,0.333958904,5,5,2,5,4.25,7.46,29.25,19.3,62,47,30,48,3,0,3,0.64,0.5,56.50483559,-41.61121857
6/28/2014,82.35031222,-9.242544041,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,0.824285714,2.046071429,1.352246575,101.5357143,64.07945205,0.327857143,0.455119048,0.332178082,5,5,5,2,4.25,7.46,29.25,19.3,62,47,30,48,3,0,3,0,0,56.50483559,-41.61121857
6/29/2014,81.28329586,-4.970112453,37,1.48,0.25,56.50483559,41.61121857,4,0,0,1.48,0,0,0,0,0,0,0,0,4.64E-16,0.594285714,2.0675,1.34260274,101.3571429,63.34794521,0.245714286,0.45172619,0.330726027,5,5,5,5,5,7.46,30.73,18.42,62,47,30,48,3,0,3,0,0,56.50483559,-41.61121857
6/30/2014,80.28844123,-4.633986516,39,1,0,56.50483559,41.61121857,5,0,1,0,0,0,0,0,0,0,0,0,4.64E-16,0.62,2.043571429,1.343068493,100.3928571,63.37808219,0.226428571,0.444702381,0.329561644,4,5,5,5,4.75,8.46,29.06,18.42,62,47,30,48,3,0,3,1.48,0.25,56.50483559,-41.61121857
7/1/2014,87.50484689,33.61368121,387,9.1,0.416666667,56.50483559,41.61121857,5,0,0,5.1,4,0,0,0,0,0,0,0,4.64E-16,1.827142857,2.310357143,1.368,110.3571429,64.43835616,0.198095238,0.44172619,0.330703196,5,4,5,5,4.75,8.46,32.69,22.42,62,47,30,48,3,0,3,1,0,56.50483559,-41.61121857
7/2/2014,88.08117653,2.68451659,112,2.33,0.375,56.50483559,41.61121857,5,0,1,0,1.33,0,0,0,0,0,0,0,4.64E-16,2.078571429,2.32,1.374383562,109.7857143,64.74520548,0.220238095,0.42672619,0.331730594,5,5,4,5,4.75,8.61,32.69,22.54,62,47,30,48,3,0,3,9.1,0.416666667,56.50483559,-41.61121857
7/3/2014,86.66756778,-6.584523657,28,0.56,0.355,56.50483559,41.61121857,5,0,0,0,0.56,0,0,0,0,0,0,0,4.64E-16,2.067142857,2.254642857,1.375917808,107.3928571,64.82191781,0.19952381,0.416904762,0.332703196,5,5,5,4,4.75,8.61,30.83,22.57,36,22,12,36,3,0,0,2.33,0.375,56.50483559,-41.61121857
7/4/2014,85.92248332,-3.470568675,55,1.22,0.453333333,56.50483559,41.61121857,4,0,0,0,0.78,0,0,0,0,0,0,0,4.64E-16,2.241428571,2.257142857,1.379260274,106.6428571,64.97260274,0.264285714,0.41952381,0.333945205,5,5,5,5,5,7.94,30.83,23.35,36,22,12,36,3,0,0,0.56,0.355,56.50483559,-41.61121857
7/5/2014,83.90087221,-9.416570327,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.241428571,2.065,1.379260274,97.28571429,64.97260274,0.264285714,0.39452381,0.333945205,4,5,5,5,4.75,7.94,27.93,20.87,36,22,12,36,3,0,0,1.22,0.453333333,56.50483559,-41.61121857
7/6/2014,83.15029849,-3.496137391,52,1.54,0.28,56.50483559,41.61121857,2,0,1,0,0.54,0,0,0,0,0,0,0,4.64E-16,2.25,2.075,1.365041096,96.75,64.06575342,0.268571429,0.378809524,0.333684932,5,4,5,5,4.75,8.23,27.93,20.86,36,22,12,36,3,0,0,0,0,56.50483559,-41.61121857
7/7/2014,83.49968692,1.627435022,98,2.63,0.61,56.50483559,41.61121857,5,0,0,2.63,0,0,0,0,0,0,0,0,4.64E-16,2.482857143,2.1125,1.358219178,98.28571429,63.82191781,0.355714286,0.37952381,0.333723288,2,5,4,5,4,8.23,28.98,20.86,36,22,12,36,3,0,0,1.54,0.28,56.50483559,-41.61121857
7/8/2014,88.85238558,24.93262083,311,6.89,0.66,56.50483559,41.61121857,5,0,0,3.96,2.24,0,0,0,0,0,0,0,4.64E-16,2.167142857,2.2475,1.37109589,104.8571429,64.57260274,0.39047619,0.388095238,0.33499726,5,2,5,4,4,8.23,31.43,21.5,36,22,12,36,3,0,0,2.63,0.61,56.50483559,-41.61121857
7/9/2014,90.54989726,7.906930281,161,2.79,0.385,56.50483559,41.61121857,5,0,1,0,1.79,0,0,0,0,0,0,0,4.64E-16,2.232857143,2.269285714,1.364082192,105.6428571,64.3890411,0.391904762,0.372916667,0.334271233,5,5,2,5,4.25,8.38,31.43,21.96,36,22,12,36,3,0,0,6.89,0.66,56.50483559,-41.61121857
7/10/2014,92.27805429,8.049674908,164,3.88,0.65,56.50483559,41.61121857,2,0,0,3.12,0.76,0,0,0,0,0,0,0,4.64E-16,2.707142857,2.293928571,1.374712329,106.2857143,64.83835616,0.434047619,0.372202381,0.336052055,5,5,5,2,4.25,8.38,31.89,22.19,5,3,2,0,0,0,0,2.79,0.385,56.50483559,-41.61121857
7/11/2014,93.87143745,7.421904487,160,2.76,0.51,56.50483559,41.61121857,2,0,1,0,1.12,0,0,0,0,0,0,0,4.64E-16,2.927142857,2.3625,1.377671233,109.4285714,65.09315068,0.442142857,0.383005952,0.335805479,2,5,5,5,4.25,8.54,31.89,23.31,5,3,2,0,0,0,0,3.88,0.65,56.50483559,-41.61121857
7/12/2014,99.09774787,24.34391035,316,7,0.645,56.50483559,41.61121857,5,0,0,6.19,0.81,0,0,0,0,0,0,0,4.64E-16,3.927142857,2.378928571,1.395616438,110.4642857,65.90136986,0.534285714,0.382291667,0.335791781,2,2,5,5,3.5,8.54,34.52,21.14,5,3,2,0,0,0,0,2.76,0.51,56.50483559,-41.61121857
7/13/2014,100.7659583,7.770446311,170,4.36,0.29,56.50483559,41.61121857,2,0,1,0,3.36,0,0,0,0,0,0,0,4.64E-16,4.33,2.509642857,1.392219178,114.6071429,65.6739726,0.535714286,0.378184524,0.334613699,5,2,2,5,3.5,8.84,34.52,24.5,5,3,2,0,0,0,0,7,0.645,56.50483559,-41.61121857
7/14/2014,98.39510524,-11.04332296,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,3.954285714,2.476785714,1.389643836,114.25,65.59452055,0.448571429,0.36639881,0.334613699,2,5,2,2,2.75,8.84,33.6,24.5,5,3,2,0,0,0,0,4.36,0.29,56.50483559,-41.61121857
7/15/2014,100.103376,7.957045365,171,4.04,0.663333333,56.50483559,41.61121857,5,0,0,1.88,1.64,0,0,0,0,0,0,0,4.64E-16,3.547142857,2.518571429,1.385643836,114.75,65.16712329,0.449047619,0.371994048,0.335225571,5,2,5,2,3.5,8.84,33.77,25.14,5,3,2,0,0,0,0,0,0,56.50483559,-41.61121857
7/16/2014,101.0656045,4.482015901,141,2.23,0.42,56.50483559,41.61121857,5,0,1,0,1.23,0,0,0,0,0,0,0,4.64E-16,3.467142857,2.514285714,1.377342466,115.1785714,64.9890411,0.454047619,0.37360119,0.334746119,5,5,2,5,4.25,8.84,33.77,25.02,5,3,2,0,0,0,0,4.04,0.663333333,56.50483559,-41.61121857
7/17/2014,102.8757411,8.431531742,178,2.5,0.86,56.50483559,41.61121857,6,0,0,1.97,0.53,0,0,0,0,0,0,0,4.64E-16,3.27,2.603571429,1.383041096,121.5357143,65.44109589,0.484047619,0.404315476,0.335650228,5,5,5,2,4.25,8.84,35.74,25.55,5,3,2,0,0,0,0,2.23,0.42,56.50483559,-41.61121857
7/18/2014,101.9140039,-4.47972726,62,1.23,0.476666667,56.50483559,41.61121857,2,0,0,0,0.71,0,0,0,0,0,0,0,4.64E-16,3.051428571,2.521071429,1.371917808,116.6428571,64.95068493,0.479285714,0.401785714,0.335131507,6,5,5,5,5.25,7.84,34.56,25.38,5,3,2,0,0,0,0,2.5,0.86,56.50483559,-41.61121857
7/19/2014,101.6572158,-1.196107013,91,2.15,0.325,56.50483559,41.61121857,4,0,0,0,2.15,0,0,0,0,0,0,0,4.64E-16,2.358571429,2.337857143,1.371424658,108.6071429,64.9260274,0.433571429,0.39,0.334926027,2,6,5,5,4.5,7.84,28.16,26.65,5,3,2,0,0,0,0,1.23,0.476666667,56.50483559,-41.61121857
7/20/2014,100.6770917,-4.565372026,60,1.68,0.36,56.50483559,41.61121857,4,0,1,0,0.68,0,0,0,0,0,0,0,4.64E-16,1.975714286,2.2875,1.362136986,103.4285714,64.62191781,0.443571429,0.373392857,0.334286758,4,2,6,5,4.25,8,28.16,25.08,5,3,2,0,0,0,0,2.15,0.325,56.50483559,-41.61121857
7/21/2014,98.30832957,-11.03358374,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,1.975714286,2.258214286,1.355671233,102.6071429,64.36986301,0.443571429,0.368571429,0.331875799,4,4,2,6,4,8,27.34,25.08,5,3,2,0,0,0,0,1.68,0.36,56.50483559,-41.61121857
7/22/2014,97.12465942,-5.51348035,48,1.04,0.675,56.50483559,41.61121857,4,0,0,0,0.82,0,0,0,0,0,0,0,4.64E-16,1.547142857,2.272142857,1.356931507,103.3571429,64.45205479,0.445238095,0.370714286,0.332300457,5,4,4,2,3.75,8,26.9,25.69,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
7/23/2014,95.45121615,-7.794820768,26,1.44,0.22,56.50483559,41.61121857,5,0,1,0,0.44,0,0,0,0,0,0,0,4.64E-16,1.434285714,2.303214286,1.353753425,102.9642857,64.19452055,0.416666667,0.370714286,0.33116347,4,5,4,4,4.25,9,26.33,26.13,0,0,0,0,0,0,0,1.04,0.675,56.50483559,-41.61121857
7/24/2014,93.5112781,-9.036141013,13,0.52,0.5,56.50483559,41.61121857,5,0,0,0,0.52,0,0,0,0,0,0,0,4.64E-16,1.151428571,2.298928571,1.353589041,102.8571429,64.18082192,0.365238095,0.370714286,0.331108676,5,4,5,4,4.5,9,26.33,26.01,0,0,0,0,0,0,0,1.44,0.22,56.50483559,-41.61121857
7/25/2014,92.60517268,-4.220596805,55,0.93,0.543333333,56.50483559,41.61121857,5,0,0,0.73,0.2,0,0,0,0,0,0,0,4.64E-16,1.108571429,2.332142857,1.350739726,104.8214286,64.04657534,0.374761905,0.390119048,0.330693151,5,5,4,5,4.75,9,27.06,26.21,0,0,0,0,0,0,0,0.52,0.5,56.50483559,-41.61121857
7/26/2014,90.77925386,-8.505044757,15,0.2,0.86,56.50483559,41.61121857,5,0,0,0,0.2,0,0,0,0,0,0,0,4.64E-16,0.83,2.339285714,1.345369863,105.3571429,63.79726027,0.451190476,0.420833333,0.331186301,5,5,5,4,4.75,9,27.06,26.41,0,0,0,0,0,0,0,0.93,0.543333333,56.50483559,-41.61121857
7/27/2014,91.25501391,2.216068143,111,2.47,0.335,56.50483559,41.61121857,5,0,0,2.47,0,0,0,0,0,0,0,0,4.64E-16,0.942857143,2.374642857,1.346630137,108,63.84109589,0.447619048,0.423869048,0.33029589,5,5,5,5,5,9,28.05,26.41,0,0,0,0,0,0,0,0.2,0.86,56.50483559,-41.61121857
7/28/2014,89.10793735,-10.00098255,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,0.942857143,2.338928571,1.342493151,106.6071429,63.69315068,0.447619048,0.423869048,0.328049315,5,5,5,5,5,8,28.05,26.41,0,0,0,0,0,0,0,2.47,0.335,56.50483559,-41.61121857
7/29/2014,87.69369897,-6.587456477,29,1.16,0.166666667,56.50483559,41.61121857,5,0,0,0,1.16,0,0,0,0,0,0,0,4.64E-16,0.96,2.055357143,1.344575342,93.82142857,63.73972603,0.375,0.414940476,0.327053881,5,5,5,5,5,8,22.95,23.57,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
7/30/2014,85.63041414,-9.610684557,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,0.754285714,1.972142857,1.343479452,89.82142857,63.70684932,0.343571429,0.401547619,0.325601826,5,5,5,5,5,7,22.95,22.24,0,0,0,0,0,0,0,1.16,0.166666667,56.50483559,-41.61121857
7/31/2014,83.61567492,-9.384561359,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,0.68,1.952142857,1.340794521,88.82142857,63.6,0.272142857,0.388869048,0.323985388,5,5,5,5,5,7,22.95,21.68,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/1/2014,81.74245238,-8.725383312,4,0.07,0.1925,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,0.557142857,1.911071429,1.340986301,87,63.6109589,0.22202381,0.379553571,0.324512785,5,5,5,5,5,7,22.95,20.9,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/2/2014,85.96008013,19.64551347,261,6.37,0.32,56.50483559,41.61121857,5,0,0,6.37,0,0,0,0,0,0,0,0,4.64E-16,1.438571429,2.138571429,1.355808219,96.32142857,64.23835616,0.144880952,0.390982143,0.323704566,5,5,5,5,5,7,29.32,20.9,0,0,0,0,0,0,0,0.07,0.1925,56.50483559,-41.61121857
8/3/2014,91.27841819,24.77257081,312,7.47,0.32,56.50483559,41.61121857,5,0,1,0,6.47,0,0,0,0,0,0,0,4.64E-16,2.152857143,2.350357143,1.371890411,105.6071429,64.86027397,0.142738095,0.392410714,0.322690868,5,5,5,5,5,7,29.32,26.83,0,0,0,0,0,0,0,6.37,0.32,56.50483559,-41.61121857
8/4/2014,89.13079096,-10.00354751,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.152857143,2.256428571,1.358054795,102.1071429,63.9890411,0.142738095,0.370625,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,7.47,0.32,56.50483559,-41.61121857
8/5/2014,87.03369379,-9.768180911,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,1.987142857,2.010357143,1.358054795,91,63.9890411,0.118928571,0.347053571,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/6/2014,84.98593777,-9.53835209,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,1.987142857,1.910714286,1.358054795,85.25,63.9890411,0.118928571,0.333303571,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/7/2014,82.98636199,-9.313930753,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,1.987142857,1.772142857,1.358054795,79.39285714,63.9890411,0.118928571,0.310089286,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/8/2014,81.03383286,-9.094789672,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,1.977142857,1.673571429,1.358054795,73.67857143,63.9890411,0.091428571,0.291875,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/9/2014,79.12724345,-8.880804611,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,1.067142857,1.423571429,1.358054795,62.39285714,63.9890411,0.045714286,0.268839286,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/10/2014,77.26551287,-8.671854257,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,1.267857143,1.358054795,56.32142857,63.9890411,0,0.258482143,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/11/2014,75.44758568,-8.467820153,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,1.267857143,1.358054795,56.32142857,63.9890411,0,0.258482143,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/12/2014,73.67243124,-8.268586627,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,1.123571429,1.358054795,50.21428571,63.9890411,0,0.234791667,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/13/2014,71.93904319,-8.07404073,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,1.043928571,1.358054795,45.17857143,63.9890411,0,0.219791667,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/14/2014,70.24643884,-7.88407217,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.954642857,1.358054795,38.82142857,63.9890411,0,0.189077381,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/15/2014,68.59365862,-7.698573249,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.910714286,1.358054795,36.60714286,63.9890411,0,0.172053571,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/16/2014,66.97976552,-7.517438805,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.833928571,1.358054795,33.35714286,63.9890411,0,0.160446429,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/17/2014,65.40384461,-7.34056615,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.773928571,1.358054795,31.21428571,63.9890411,0,0.147589286,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/18/2014,63.86500246,-7.167855009,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.773928571,1.358054795,31.21428571,63.9890411,0,0.147589286,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/19/2014,62.36236667,-6.99920747,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.736785714,1.358054795,29.5,63.9890411,0,0.123482143,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/20/2014,60.89508537,-6.834527924,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.685357143,1.355315068,28.57142857,63.90136986,0,0.115625,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/21/2014,59.46232672,-6.673723009,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.666785714,1.355315068,28.10714286,63.90136986,0,0.097767857,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/22/2014,58.06327846,-6.516701563,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.633571429,1.355315068,26.14285714,63.90136986,0,0.078363095,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/23/2014,56.69714745,-6.363374567,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.626428571,1.355315068,25.60714286,63.90136986,0,0.04764881,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/24/2014,55.3631592,-6.213655096,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.538214286,1.355315068,21.64285714,63.90136986,0,0.035684524,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/25/2014,54.06055744,-6.067458272,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.538214286,1.355315068,21.64285714,63.90136986,0,0.035684524,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/26/2014,52.78860371,-5.924701212,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.496785714,1.355315068,20.60714286,63.90136986,0,0.029732143,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/27/2014,51.5465769,-5.785302986,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.496785714,1.355315068,20.60714286,63.90136986,0,0.029732143,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/28/2014,50.33377289,-5.649184564,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.496785714,1.355315068,20.60714286,63.90136986,0,0.029732143,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/29/2014,49.14950411,-5.51626878,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.494285714,1.355315068,20.46428571,63.90136986,0,0.022857143,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/30/2014,47.99309917,-5.386480279,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,0.266785714,1.355315068,11.14285714,63.90136986,0,0.011428571,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
8/31/2014,46.8639025,-5.259745484,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,4.64E-16,2.54E-16,1.59E-15,1.355315068,0,63.90136986,0,2.34E-16,0.321836073,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
9/1/2014,46.60829319,-1.190616215,36,1,0.6,56.50483559,41.61121857,5,0,0,1,0,0,0,0,0,0,0,0,4.64E-16,0.142857143,0.035714286,1.358054795,1.285714286,64,0.085714286,0.021428571,0.323479909,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
9/2/2014,46.87632084,1.248460288,58,1.6,0.62,56.50483559,41.61121857,5,0,0,0,1,0,0,0,0,0,0,0,4.64E-16,0.371428571,0.092857143,1.361534247,3.357142857,64.1369863,0.174285714,0.043571429,0.325178539,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0.6,56.50483559,-41.61121857
9/3/2014,47.67919346,3.739743222,81,1.88,0.44,56.50483559,41.61121857,5,0,0,1.12,0.76,0,0,0,0,0,0,0,4.64E-16,0.64,0.16,1.362739726,6.25,64.17534247,0.237142857,0.059285714,0.325717352,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1.6,0.62,56.50483559,-41.61121857
9/4/2014,47.66321318,-0.074435383,47,1.2,0.63,56.50483559,41.61121857,5,0,0,0.66,0.54,0,0,0,0,0,0,0,4.64E-16,0.811428571,0.202857143,1.365123288,7.928571429,64.28219178,0.327142857,0.081785714,0.327443379,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1.88,0.44,56.50483559,-41.61121857
9/5/2014,47.97700528,1.461628973,61,1.21,0.473333333,56.50483559,41.61121857,5,0,0,0,0.61,0,0,0,0,0,0,0,4.64E-16,0.984285714,0.246071429,1.363315068,10.10714286,64.21369863,0.394761905,0.098690476,0.327815525,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1.2,0.63,56.50483559,-41.61121857
9/6/2014,47.29522522,-3.175699742,19,0.53,0.6,56.50483559,41.61121857,5,0,0,0,0.53,0,0,0,0,0,0,0,4.64E-16,1.06,0.265,1.362246575,10.78571429,64.12876712,0.48047619,0.120119048,0.32836347,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1.21,0.473333333,56.50483559,-41.61121857
9/7/2014,50.6998845,15.85874425,192,4.67,0.65,56.50483559,41.61121857,5,0,0,3.07,1.6,0,0,0,0,0,0,0,4.64E-16,1.727142857,0.431785714,1.369150685,17.64285714,64.39178082,0.573333333,0.143333333,0.328317808,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0.53,0.6,56.50483559,-41.61121857
9/8/2014,50.37754933,-1.501422223,37,1.1,0.58,56.50483559,41.61121857,5,0,0,1.1,0,0,0,0,0,0,0,0,4.64E-16,1.741428571,0.471071429,1.368849315,18.96428571,64.30684932,0.57047619,0.164047619,0.329393151,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,4.67,0.65,56.50483559,-41.61121857
9/9/2014,50.6745343,1.383342169,63,1.43,0.66,56.50483559,41.61121857,5,0,0,0,0.7,0,0,0,0,0,0,0,4.64E-16,1.717142857,0.522142857,1.371863014,21.21428571,64.45753425,0.576190476,0.187619048,0.33120137,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1.1,0.58,56.50483559,-41.61121857
9/10/2014,51.59979618,4.309826707,90,2.08,0.44,56.50483559,41.61121857,5,0,0,1.3,0.78,0,0,0,0,0,0,0,4.64E-16,1.745714286,0.596428571,1.374109589,24.42857143,64.5369863,0.576190476,0.203333333,0.331694521,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1.43,0.66,56.50483559,-41.61121857
